Table 1.10 Civilians Ages Under 5 Years Living in the Community for the United States and States, by Disability Status: 2021
State,Total,"Disability: Count","Disability: % [1]","No Disability: Count","No Disability: % [2]"
MN,379515,49837,11021,2.9,22.1
MS,1034136,179095,47344,4.6,26.4
MO,639994,97259,22273,3.5,22.9
MT,4334,702,262,6.0,37.3
NE,83132,9402,2631,3.2,28.0
NV,266536,33377,6600,2.5,19.8
NH,15877,1428,727,4.6,50.9
NJ,1110146,140495,30993,2.8,22.1
NM,34779,4793,612,1.8,12.8
NY,2588442,353086,72394,2.8,20.5
NC,2045771,303084,69270,3.4,22.9
ND,21840,2431,1025,4.7,42.2
OH,1337296,203817,38518,2.9,18.9
OK,256793,44112,10757,4.2,24.4
OR,77462,11974,2229,2.9,18.6
PA,1241809,212646,51349,4.1,24.1
RI,48245,8262,1472,3.1,17.8
SC,1260829,194096,42708,3.4,22.0
SD,17138,2604,538,3.1,20.7
TN,1036669,140969,31801,3.1,22.6
TX,3321970,460733,126867,3.8,27.5
UT,34261,3354,1581,4.6,47.1
VT,6913,655,315,4.6,48.1
VA,1495219,211347,38639,2.6,18.3
WA,285584,36469,6496,2.3,17.8
WV,44961,9142,1459,3.2,16.0
WI,340962,47332,9597,2.8,20.3
WY,5225,581,*,*,*

Table 1.54 Non-Hispanic Asian Civilians Living in the Community for the United States and States - Vision Disability: 2021
State,Total,Disability,"Vision: Count","Vision: Total (%) [1]","Vision: Disability (%) [2]"
US,18814944,1454941,287586,1.5,19.8
AL,66151,3946,1405,2.1,35.6
AK,49035,2621,669,1.4,25.5
AZ,234881,18745,3322,1.4,17.7
AR,41775,2647,1134,2.7,42.8
CA,5864485,509446,99723,1.7,19.6
CO,178302,15310,3914,2.2,25.6
CT,168826,11623,1803,1.1,15.5
DE,40234,1849,374,0.9,20.2
DC,25861,1539,114,0.4,7.4
FL,600212,51315,9800,1.6,19.1
GA,462355,27119,4827,1.0,17.8
HI,514109,65306,9695,1.9,14.8
ID,26511,2154,288,1.1,13.4
IL,714098,53590,10799,1.5,20.2
IN,158429,9591,2165,1.4,22.6
IA,72325,3999,113,0.2,2.8
KS,86704,4894,983,1.1,20.1
KY,64175,3855,385,0.6,10.0
LA,79180,6912,1462,1.8,21.2
ME,16533,2742,143,0.9,5.2
MD,407318,27931,5757,1.4,20.6
MA,490422,29400,7681,1.6,26.1
MI,316874,19154,2264,0.7,11.8
MN,285500,26301,3837,1.3,14.6
MS,23953,1292,101,0.4,7.8
MO,122145,8409,2725,2.2,32.4
MT,7843,590,*,*,*
NE,42521,2839,687,1.6,24.2
NV,260138,27155,6208,2.4,22.9
NH,37686,2138,818,2.2,38.3
NJ,915258,50881,8245,0.9,16.2
NM,30315,2912,510,1.7,17.5
NY,1712250,131682,22590,1.3,17.2
NC,321555,20470,4844,1.5,23.7
ND,10400,832,248,2.4,29.8
OH,277506,15559,2988,1.1,19.2
OK,90092,6694,2550,2.8,38.1
OR,187396,16250,3608,1.9,22.2
PA,472764,38706,10878,2.3,28.1
RI,34088,3576,938,2.8,26.2
SC,81556,8381,1796,2.2,21.4
SD,12802,818,184,1.4,22.5
TN,115927,7209,1611,1.4,22.3
TX,1510325,92245,20659,1.4,22.4
UT,83000,6681,1540,1.9,23.1
VT,11967,279,67,0.6,24.0
VA,573265,39564,7446,1.3,18.8
WA,722003,56837,11519,1.6,20.3
WV,13885,724,367,2.6,50.7
WI,175821,10095,1802,1.0,17.9
WY,4188,134,*,*,*

Table 1.55 Non-Hispanic Other Civilians Living in the Community for the United States and States - Vision Disability: 2021
State,Total,Disability,"Vision: Count","Vision: Total (%) [1]","Vision: Disability (%) [2]"
US,18182193,2439380,485289,2.7,19.9
AL,201825,39382,10499,5.2,26.7
AK,181158,26058,6192,3.4,23.8
AZ,582730,77431,17735,3.0,22.9
AR,226505,40367,7869,3.5,19.5
CA,2054331,236227,39008,1.9,16.5
CO,329234,39475,6279,1.9,15.9
CT,180968,18403,3028,1.7,16.5
DE,57808,7511,2034,3.5,27.1
DC,37115,4657,1480,4.0,31.8
FL,1013133,118163,24111,2.4,20.4
GA,530754,72802,15563,2.9,21.4
HI,426906,44427,6758,1.6,15.2
ID,109531,18567,4820,4.4,26.0
IL,506673,65349,10776,2.1,16.5
IN,317023,50547,8693,2.7,17.2
IA,141527,21543,3781,2.7,17.6
KS,174003,25769,6988,4.0,27.1
KY,220186,45450,10049,4.6,22.1
LA,215298,42543,9299,4.3,21.9
ME,76326,10290,1482,1.9,14.4
MD,326937,36119,4505,1.4,12.5
MA,445708,43051,9092,2.0,21.1
MI,510229,76001,13767,2.7,18.1
MN,317793,40241,4193,1.3,10.4
MS,129651,25794,7223,5.6,28.0
MO,367772,53894,10753,2.9,20.0
MT,118789,18036,3210,2.7,17.8
NE,96675,11662,2935,3.0,25.2
NV,247985,31043,5219,2.1,16.8
NH,59740,6828,1019,1.7,14.9
NJ,376467,35122,8715,2.3,24.8
NM,245620,37235,7702,3.1,20.7
NY,985476,112102,20695,2.1,18.5
NC,615251,87927,18648,3.0,21.2
ND,68654,12360,3679,5.4,29.8
OH,589222,89309,19904,3.4,22.3
OK,638008,111996,29890,4.7,26.7
OR,320681,50938,9338,2.9,18.3
PA,559092,71760,13962,2.5,19.5
RI,68406,10646,2059,3.0,19.3
SC,235909,32829,8785,3.7,26.8
SD,108588,14055,3707,3.4,26.4
TN,340265,57177,10150,3.0,17.8
TX,1077551,150286,30526,2.8,20.3
UT,190627,19326,4511,2.4,23.3
VT,29594,4443,279,0.9,6.3
VA,491506,57985,8969,1.8,15.5
WA,664634,82807,15429,2.3,18.6
WV,77452,14876,3381,4.4,22.7
WI,258329,33674,5646,2.2,16.8
WY,36548,4897,954,2.6,19.5

Table 1.56 Hispanic Civilians Living in the Community for the United States and States - Vision Disability: 2021
State,Total,Disability,"Vision: Count","Vision: Total (%) [1]","Vision: Disability (%) [2]"
US,61793823,6169016,1495173,2.4,24.2
AL,232378,19154,4825,2.1,25.2
AK,48344,6508,1616,3.3,24.8
AZ,2319648,250147,58315,2.5,23.3
AR,246029,16834,3119,1.3,18.5
CA,15576282,1443253,337123,2.2,23.4
CO,1273390,130232,29405,2.3,22.6
CT,629437,77330,20641,3.3,26.7
DE,99938,10450,4046,4.0,38.7
DC,76172,5802,1132,1.5,19.5
FL,5778026,617643,145720,2.5,23.6
GA,1065571,85653,22773,2.1,26.6
HI,151411,16715,3151,2.1,18.9
ID,249896,23181,6767,2.7,29.2
IL,2258906,169299,40716,1.8,24.0
IN,514657,48243,14487,2.8,30.0
IA,210262,22441,5366,2.6,23.9
KS,369828,33053,7260,2.0,22.0
KY,170635,15078,4535,2.7,30.1
LA,247575,23522,5538,2.2,23.5
ME,24929,3924,391,1.6,10.0
MD,677549,47491,11275,1.7,23.7
MA,889873,109853,23780,2.7,21.6
MI,555515,52746,11101,2.0,21.0
MN,331177,34109,6496,2.0,19.0
MS,91038,10387,3700,4.1,35.6
MO,276356,26810,4729,1.7,17.6
MT,46633,5909,826,1.8,14.0
NE,230970,22427,6481,2.8,28.9
NV,932889,84600,24895,2.7,29.4
NH,58870,4841,934,1.6,19.3
NJ,1977436,181078,49153,2.5,27.1
NM,1044944,157740,31343,3.0,19.9
NY,3833710,454167,102296,2.7,22.5
NC,1046891,78346,19166,1.8,24.5
ND,29797,2738,673,2.3,24.6
OH,500372,62201,11117,2.2,17.9
OK,460447,46426,10491,2.3,22.6
OR,591131,61081,13133,2.2,21.5
PA,1067122,158234,41218,3.9,26.0
RI,186138,23499,7716,4.1,32.8
SC,322182,26182,6244,1.9,23.8
SD,35955,5173,1412,3.9,27.3
TN,415849,32808,8809,2.1,26.9
TX,11728064,1206211,320087,2.7,26.5
UT,487859,40603,9749,2.0,24.0
VT,13250,622,118,0.9,19.0
VA,852505,69670,19000,2.2,27.3
WA,1038598,94623,20145,1.9,21.3
WV,30006,3249,205,0.7,6.3
WI,436775,38798,9239,2.1,23.8
WY,60608,7932,2716,4.5,34.2

Table 1.57 Non-Hispanic White Civilians Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,190098878,27016547,9920869,5.2,36.7
AL,3184460,527754,191923,6.0,36.4
AK,406540,58701,22158,5.5,37.7
AZ,3738446,584770,200623,5.4,34.3
AR,2030104,380009,142492,7.0,37.5
CA,13249361,1830108,662263,5.0,36.2
CO,3728603,432073,159383,4.3,36.9
CT,2232506,278952,99323,4.4,35.6
DE,587378,85623,29571,5.0,34.5
DC,240556,14954,5359,2.2,35.8
FL,10990456,1750758,580106,5.3,33.1
GA,5335464,751928,271608,5.1,36.1
HI,271635,37447,15617,5.7,41.7
ID,1480412,218224,86656,5.9,39.7
IL,7371871,954757,332722,4.5,34.8
IN,5140106,726949,267174,5.2,36.8
IA,2615446,339547,123243,4.7,36.3
KS,2111882,298051,116738,5.5,39.2
KY,3670384,672426,258592,7.0,38.5
LA,2587093,424538,160447,6.2,37.8
ME,1219978,190305,80808,6.6,42.5
MD,2905120,352152,122292,4.2,34.7
MA,4666173,573706,218769,4.7,38.1
MI,7266312,1024489,393676,5.4,38.4
MN,4338536,528974,214907,5.0,40.6
MS,1606860,306274,117428,7.3,38.3
MO,4656579,697181,266917,5.7,38.3
MT,909648,133509,48132,5.3,36.1
NE,1482387,203254,72841,4.9,35.8
NV,1397306,225991,79166,5.7,35.0
NH,1201250,150802,56714,4.7,37.6
NJ,4784047,555138,182371,3.8,32.9
NM,721834,133877,46434,6.4,34.7
NY,10479371,1308805,473189,4.5,36.2
NC,6316752,923806,333887,5.3,36.1
ND,623790,74109,23289,3.7,31.4
OH,8908956,1288260,492518,5.5,38.2
OK,2457925,466571,165569,6.7,35.5
OR,3029523,497436,210230,6.9,42.3
PA,9426460,1282928,474007,5.0,36.9
RI,743991,104629,40441,5.4,38.7
SC,3206975,469325,164451,5.1,35.0
SD,702642,88886,28643,4.1,32.2
TN,4965911,792061,302111,6.1,38.1
TX,11434613,1608696,559630,4.9,34.8
UT,2513733,275526,120257,4.8,43.6
VT,576835,79970,31680,5.5,39.6
VA,5003280,661869,241655,4.8,36.5
WA,4909292,726197,287208,5.9,39.5
WV,1589271,300536,117075,7.4,39.0
WI,4617144,560125,208306,4.5,37.2
WY,463681,63591,20270,4.4,31.9

Table 1.58 Non-Hispanic Black Civilians Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,38052940,5522115,2301212,6.0,41.7
AL,1272014,215613,84091,6.6,39.0
AK,18535,5306,2704,14.6,51.0
AZ,299825,39337,19836,6.6,50.4
AR,431135,77866,34444,8.0,44.2
CA,1981192,323465,146934,7.4,45.4
CO,205822,25940,13298,6.5,51.3
CT,346926,40836,16188,4.7,39.6
DE,202448,24110,9239,4.6,38.3
DC,280018,50930,20094,7.2,39.5
FL,3085079,373256,151471,4.9,40.6
GA,3208153,435632,193844,6.0,44.5
HI,18898,4268,2295,12.1,53.8
ID,13392,989,664,5.0,67.1
IL,1645068,248755,98354,6.0,39.5
IN,578746,84002,35119,6.1,41.8
IA,109521,9649,5493,5.0,56.9
KS,137777,24283,8761,6.4,36.1
KY,302705,46890,18575,6.1,39.6
LA,1389733,226703,92880,6.7,41.0
ME,20416,3171,1238,6.1,39.0
MD,1744066,223654,86618,5.0,38.7
MA,423512,52464,25042,5.9,47.7
MI,1302121,221914,98329,7.6,44.3
MN,379515,49837,28205,7.4,56.6
MS,1034136,179095,72424,7.0,40.4
MO,639994,97259,37318,5.8,38.4
MT,4334,702,294,6.8,41.9
NE,83132,9402,2718,3.3,28.9
NV,266536,33377,13378,5.0,40.1
NH,15877,1428,953,6.0,66.7
NJ,1110146,140495,52027,4.7,37.0
NM,34779,4793,2302,6.6,48.0
NY,2588442,353086,137282,5.3,38.9
NC,2045771,303084,123133,6.0,40.6
ND,21840,2431,674,3.1,27.7
OH,1337296,203817,94987,7.1,46.6
OK,256793,44112,17440,6.8,39.5
OR,77462,11974,5660,7.3,47.3
PA,1241809,212646,96134,7.7,45.2
RI,48245,8262,4068,8.4,49.2
SC,1260829,194096,72274,5.7,37.2
SD,17138,2604,1418,8.3,54.5
TN,1036669,140969,56541,5.5,40.1
TX,3321970,460733,187406,5.6,40.7
UT,34261,3354,2112,6.2,63.0
VT,6913,655,169,2.4,25.8
VA,1495219,211347,81594,5.5,38.6
WA,285584,36469,20155,7.1,55.3
WV,44961,9142,3248,7.2,35.5
WI,340962,47332,21206,6.2,44.8
WY,5225,581,581,11.1,100.0

Table 1.59 Non-Hispanic Asian Civilians Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,18814944,1454941,550905,2.9,37.9
AL,66151,3946,1766,2.7,44.8
AK,49035,2621,1433,2.9,54.7
AZ,234881,18745,5218,2.2,27.8
AR,41775,2647,944,2.3,35.7
CA,5864485,509446,192493,3.3,37.8
CO,178302,15310,6261,3.5,40.9
CT,168826,11623,4126,2.4,35.5
DE,40234,1849,592,1.5,32.0
DC,25861,1539,493,1.9,32.0
FL,600212,51315,17988,3.0,35.1
GA,462355,27119,9061,2.0,33.4
HI,514109,65306,21182,4.1,32.4
ID,26511,2154,997,3.8,46.3
IL,714098,53590,20748,2.9,38.7
IN,158429,9591,5313,3.4,55.4
IA,72325,3999,1659,2.3,41.5
KS,86704,4894,2382,2.7,48.7
KY,64175,3855,2179,3.4,56.5
LA,79180,6912,2564,3.2,37.1
ME,16533,2742,1151,7.0,42.0
MD,407318,27931,9278,2.3,33.2
MA,490422,29400,12845,2.6,43.7
MI,316874,19154,5927,1.9,30.9
MN,285500,26301,14008,4.9,53.3
MS,23953,1292,592,2.5,45.8
MO,122145,8409,3837,3.1,45.6
MT,7843,590,590,7.5,100.0
NE,42521,2839,716,1.7,25.2
NV,260138,27155,9012,3.5,33.2
NH,37686,2138,735,2.0,34.4
NJ,915258,50881,18006,2.0,35.4
NM,30315,2912,1304,4.3,44.8
NY,1712250,131682,47851,2.8,36.3
NC,321555,20470,7992,2.5,39.0
ND,10400,832,*,*,*
OH,277506,15559,6645,2.4,42.7
OK,90092,6694,3035,3.4,45.3
OR,187396,16250,7063,3.8,43.5
PA,472764,38706,14647,3.1,37.8
RI,34088,3576,2020,5.9,56.5
SC,81556,8381,3205,3.9,38.2
SD,12802,818,214,1.7,26.2
TN,115927,7209,4281,3.7,59.4
TX,1510325,92245,33013,2.2,35.8
UT,83000,6681,2572,3.1,38.5
VT,11967,279,173,1.4,62.0
VA,573265,39564,14530,2.5,36.7
WA,722003,56837,22664,3.1,39.9
WV,13885,724,128,0.9,17.7
WI,175821,10095,5378,3.1,53.3
WY,4188,134,94,2.2,70.1

Table 1.60 Non-Hispanic Other Civilians Living in the Community for the United States and States - Cognitive Disabilities: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,18182193,2439380,1151296,6.3,47.2
AL,201825,39382,15995,7.9,40.6
AK,181158,26058,10231,5.6,39.3
AZ,582730,77431,31640,5.4,40.9
AR,226505,40367,20078,8.9,49.7
CA,2054331,236227,115531,5.6,48.9
CO,329234,39475,20441,6.2,51.8
CT,180968,18403,8764,4.8,47.6
DE,57808,7511,3458,6.0,46.0
DC,37115,4657,1975,5.3,42.4
FL,1013133,118163,55535,5.5,47.0
GA,530754,72802,34653,6.5,47.6
HI,426906,44427,18078,4.2,40.7
ID,109531,18567,8955,8.2,48.2
IL,506673,65349,30860,6.1,47.2
IN,317023,50547,24642,7.8,48.8
IA,141527,21543,8064,5.7,37.4
KS,174003,25769,12952,7.4,50.3
KY,220186,45450,23736,10.8,52.2
LA,215298,42543,21287,9.9,50.0
ME,76326,10290,3901,5.1,37.9
MD,326937,36119,18912,5.8,52.4
MA,445708,43051,21089,4.7,49.0
MI,510229,76001,34630,6.8,45.6
MN,317793,40241,23269,7.3,57.8
MS,129651,25794,11473,8.8,44.5
MO,367772,53894,23261,6.3,43.2
MT,118789,18036,7671,6.5,42.5
NE,96675,11662,6878,7.1,59.0
NV,247985,31043,14194,5.7,45.7
NH,59740,6828,3631,6.1,53.2
NJ,376467,35122,13919,3.7,39.6
NM,245620,37235,12951,5.3,34.8
NY,985476,112102,53730,5.5,47.9
NC,615251,87927,40180,6.5,45.7
ND,68654,12360,5252,7.6,42.5
OH,589222,89309,45438,7.7,50.9
OK,638008,111996,46005,7.2,41.1
OR,320681,50938,26306,8.2,51.6
PA,559092,71760,39994,7.2,55.7
RI,68406,10646,6120,8.9,57.5
SC,235909,32829,12821,5.4,39.1
SD,108588,14055,5619,5.2,40.0
TN,340265,57177,27484,8.1,48.1
TX,1077551,150286,69232,6.4,46.1
UT,190627,19326,10741,5.6,55.6
VT,29594,4443,2091,7.1,47.1
VA,491506,57985,28498,5.8,49.1
WA,664634,82807,42867,6.4,51.8
WV,77452,14876,6781,8.8,45.6
WI,258329,33674,17505,6.8,52.0
WY,36548,4897,1978,5.4,40.4

Table 1.61 Hispanic Civilians Living in the Community for the United States and States - Cognitive Disability: 2021
State,Total,Disability,"Cognitive: Count","Cognitive: Total (%) [1]","Cognitive: Disability (%) [2]"
US,61793823,6169016,2675385,4.3,43.4
AL,232378,19154,9258,4.0,48.3
AK,48344,6508,3080,6.4,47.3
AZ,2319648,250147,112606,4.9,45.0
AR,246029,16834,8470,3.4,50.3
CA,15576282,1443253,594919,3.8,41.2
CO,1273390,130232,55175,4.3,42.4
CT,629437,77330,38292,6.1,49.5
DE,99938,10450,4116,4.1,39.4
DC,76172,5802,2371,3.1,40.9
FL,5778026,617643,271134,4.7,43.9
GA,1065571,85653,37189,3.5,43.4
HI,151411,16715,8855,5.8,53.0
ID,249896,23181,9618,3.8,41.5
IL,2258906,169299,67014,3.0,39.6
IN,514657,48243,20837,4.0,43.2
IA,210262,22441,11364,5.4,50.6
KS,369828,33053,17863,4.8,54.0
KY,170635,15078,7141,4.2,47.4
LA,247575,23522,10039,4.1,42.7
ME,24929,3924,2394,9.6,61.0
MD,677549,47491,21181,3.1,44.6
MA,889873,109853,52672,5.9,47.9
MI,555515,52746,26761,4.8,50.7
MN,331177,34109,16906,5.1,49.6
MS,91038,10387,4266,4.7,41.1
MO,276356,26810,11985,4.3,44.7
MT,46633,5909,2907,6.2,49.2
NE,230970,22427,10247,4.4,45.7
NV,932889,84600,31590,3.4,37.3
NH,58870,4841,3756,6.4,77.6
NJ,1977436,181078,72787,3.7,40.2
NM,1044944,157740,68276,6.5,43.3
NY,3833710,454167,203034,5.3,44.7
NC,1046891,78346,37365,3.6,47.7
ND,29797,2738,758,2.5,27.7
OH,500372,62201,34867,7.0,56.1
OK,460447,46426,19792,4.3,42.6
OR,591131,61081,29494,5.0,48.3
PA,1067122,158234,82075,7.7,51.9
RI,186138,23499,9382,5.0,39.9
SC,322182,26182,12401,3.8,47.4
SD,35955,5173,3293,9.2,63.7
TN,415849,32808,16222,3.9,49.4
TX,11728064,1206211,495693,4.2,41.1
UT,487859,40603,20184,4.1,49.7
VT,13250,622,222,1.7,35.7
VA,852505,69670,26936,3.2,38.7
WA,1038598,94623,46755,4.5,49.4
WV,30006,3249,1695,5.6,52.2
WI,436775,38798,16806,3.8,43.3
WY,60608,7932,3342,5.5,42.1

Table 1.62 Non-Hispanic White Civilians Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,190098878,27016547,13093094,6.9,48.5
AL,3184460,527754,275674,8.7,52.2
AK,406540,58701,21823,5.4,37.2
AZ,3738446,584770,286959,7.7,49.1
AR,2030104,380009,193382,9.5,50.9
CA,13249361,1830108,925470,7.0,50.6
CO,3728603,432073,179312,4.8,41.5
CT,2232506,278952,133356,6.0,47.8
DE,587378,85623,43003,7.3,50.2
DC,240556,14954,5330,2.2,35.6
FL,10990456,1750758,917230,8.3,52.4
GA,5335464,751928,370872,7.0,49.3
HI,271635,37447,17643,6.5,47.1
ID,1480412,218224,93267,6.3,42.7
IL,7371871,954757,472586,6.4,49.5
IN,5140106,726949,355699,6.9,48.9
IA,2615446,339547,155272,5.9,45.7
KS,2111882,298051,137965,6.5,46.3
KY,3670384,672426,356014,9.7,52.9
LA,2587093,424538,209548,8.1,49.4
ME,1219978,190305,83745,6.9,44.0
MD,2905120,352152,162838,5.6,46.2
MA,4666173,573706,259616,5.6,45.3
MI,7266312,1024489,489774,6.7,47.8
MN,4338536,528974,209235,4.8,39.6
MS,1606860,306274,161705,10.1,52.8
MO,4656579,697181,336367,7.2,48.2
MT,909648,133509,60270,6.6,45.1
NE,1482387,203254,93397,6.3,46.0
NV,1397306,225991,120292,8.6,53.2
NH,1201250,150802,62184,5.2,41.2
NJ,4784047,555138,280645,5.9,50.6
NM,721834,133877,64457,8.9,48.1
NY,10479371,1308805,639098,6.1,48.8
NC,6316752,923806,456027,7.2,49.4
ND,623790,74109,31646,5.1,42.7
OH,8908956,1288260,615718,6.9,47.8
OK,2457925,466571,237368,9.7,50.9
OR,3029523,497436,225568,7.4,45.3
PA,9426460,1282928,619295,6.6,48.3
RI,743991,104629,48804,6.6,46.6
SC,3206975,469325,235709,7.3,50.2
SD,702642,88886,39638,5.6,44.6
TN,4965911,792061,404996,8.2,51.1
TX,11434613,1608696,788334,6.9,49.0
UT,2513733,275526,108155,4.3,39.3
VT,576835,79970,34209,5.9,42.8
VA,5003280,661869,320393,6.4,48.4
WA,4909292,726197,324552,6.6,44.7
WV,1589271,300536,158180,10.0,52.6
WI,4617144,560125,243142,5.3,43.4
WY,463681,63591,27332,5.9,43.0

Table 1.63 Non-Hispanic Black Civilians Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,38052940,5522115,2950010,7.8,53.4
AL,1272014,215613,127375,10.0,59.1
AK,18535,5306,2445,13.2,46.1
AZ,299825,39337,17522,5.8,44.5
AR,431135,77866,37562,8.7,48.2
CA,1981192,323465,169297,8.5,52.3
CO,205822,25940,10351,5.0,39.9
CT,346926,40836,22847,6.6,55.9
DE,202448,24110,13829,6.8,57.4
DC,280018,50930,30324,10.8,59.5
FL,3085079,373256,199586,6.5,53.5
GA,3208153,435632,227541,7.1,52.2
HI,18898,4268,1904,10.1,44.6
ID,13392,989,499,3.7,50.5
IL,1645068,248755,142223,8.6,57.2
IN,578746,84002,43173,7.5,51.4
IA,109521,9649,4183,3.8,43.4
KS,137777,24283,10771,7.8,44.4
KY,302705,46890,23883,7.9,50.9
LA,1389733,226703,116198,8.4,51.3
ME,20416,3171,1458,7.1,46.0
MD,1744066,223654,121429,7.0,54.3
MA,423512,52464,26572,6.3,50.6
MI,1302121,221914,120915,9.3,54.5
MN,379515,49837,16899,4.5,33.9
MS,1034136,179095,96382,9.3,53.8
MO,639994,97259,48840,7.6,50.2
MT,4334,702,197,4.5,28.1
NE,83132,9402,5285,6.4,56.2
NV,266536,33377,18429,6.9,55.2
NH,15877,1428,1026,6.5,71.8
NJ,1110146,140495,80611,7.3,57.4
NM,34779,4793,3189,9.2,66.5
NY,2588442,353086,203551,7.9,57.6
NC,2045771,303084,170685,8.3,56.3
ND,21840,2431,1158,5.3,47.6
OH,1337296,203817,105283,7.9,51.7
OK,256793,44112,23041,9.0,52.2
OR,77462,11974,5511,7.1,46.0
PA,1241809,212646,108723,8.8,51.1
RI,48245,8262,4032,8.4,48.8
SC,1260829,194096,109169,8.7,56.2
SD,17138,2604,988,5.8,37.9
TN,1036669,140969,76642,7.4,54.4
TX,3321970,460733,234064,7.0,50.8
UT,34261,3354,1048,3.1,31.2
VT,6913,655,102,1.5,15.6
VA,1495219,211347,117233,7.8,55.5
WA,285584,36469,16045,5.6,44.0
WV,44961,9142,5520,12.3,60.4
WI,340962,47332,23895,7.0,50.5
WY,5225,581,575,11.0,99.0

Table 1.64 Non-Hispanic Asian Civilians Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,18814944,1454941,692138,3.7,47.6
AL,66151,3946,1885,2.8,47.8
AK,49035,2621,1103,2.2,42.1
AZ,234881,18745,8509,3.6,45.4
AR,41775,2647,986,2.4,37.2
CA,5864485,509446,257420,4.4,50.5
CO,178302,15310,5447,3.1,35.6
CT,168826,11623,5261,3.1,45.3
DE,40234,1849,655,1.6,35.4
DC,25861,1539,780,3.0,50.7
FL,600212,51315,23687,3.9,46.2
GA,462355,27119,13523,2.9,49.9
HI,514109,65306,34692,6.7,53.1
ID,26511,2154,549,2.1,25.5
IL,714098,53590,22904,3.2,42.7
IN,158429,9591,4235,2.7,44.2
IA,72325,3999,2076,2.9,51.9
KS,86704,4894,1682,1.9,34.4
KY,64175,3855,1230,1.9,31.9
LA,79180,6912,3753,4.7,54.3
ME,16533,2742,1297,7.8,47.3
MD,407318,27931,12555,3.1,45.0
MA,490422,29400,12073,2.5,41.1
MI,316874,19154,8839,2.8,46.1
MN,285500,26301,9588,3.4,36.5
MS,23953,1292,681,2.8,52.7
MO,122145,8409,3411,2.8,40.6
MT,7843,590,54,0.7,9.2
NE,42521,2839,1076,2.5,37.9
NV,260138,27155,11051,4.2,40.7
NH,37686,2138,228,0.6,10.7
NJ,915258,50881,25672,2.8,50.5
NM,30315,2912,1098,3.6,37.7
NY,1712250,131682,69371,4.1,52.7
NC,321555,20470,8908,2.8,43.5
ND,10400,832,353,3.4,42.4
OH,277506,15559,7019,2.5,45.1
OK,90092,6694,2347,2.6,35.1
OR,187396,16250,7105,3.8,43.7
PA,472764,38706,18452,3.9,47.7
RI,34088,3576,1584,4.6,44.3
SC,81556,8381,4001,4.9,47.7
SD,12802,818,340,2.7,41.6
TN,115927,7209,2838,2.4,39.4
TX,1510325,92245,41379,2.7,44.9
UT,83000,6681,2556,3.1,38.3
VT,11967,279,39,0.3,14.0
VA,573265,39564,17272,3.0,43.7
WA,722003,56837,26727,3.7,47.0
WV,13885,724,128,0.9,17.7
WI,175821,10095,3644,2.1,36.1
WY,4188,134,75,1.8,56.0

Table 1.65 Non-Hispanic Other Civilians Living in the Community for the United States and States - Ambulatory Disability: 2021
State,Total,Disability,"Ambulatory: Count","Ambulatory: Total (%) [1]","Ambulatory: Disability (%) [2]"
US,18182193,2439380,1041367,5.7,42.7
AL,201825,39382,21880,10.8,55.6
AK,181158,26058,9612,5.3,36.9
AZ,582730,77431,32687,5.6,42.2
AR,226505,40367,21274,9.4,52.7
CA,2054331,236227,95545,4.7,40.4
CO,329234,39475,14060,4.3,35.6
CT,180968,18403,6820,3.8,37.1
DE,57808,7511,3041,5.3,40.5
DC,37115,4657,2455,6.6,52.7
FL,1013133,118163,50022,4.9,42.3
GA,530754,72802,33110,6.2,45.5
HI,426906,44427,23085,5.4,52.0
ID,109531,18567,6697,6.1,36.1
IL,506673,65349,29367,5.8,44.9
IN,317023,50547,20278,6.4,40.1
IA,141527,21543,8080,5.7,37.5
KS,174003,25769,10231,5.9,39.7
KY,220186,45450,19612,8.9,43.2
LA,215298,42543,20460,9.5,48.1
ME,76326,10290,4417,5.8,42.9
MD,326937,36119,14745,4.5,40.8
MA,445708,43051,14504,3.3,33.7
MI,510229,76001,33420,6.6,44.0
MN,317793,40241,15232,4.8,37.9
MS,129651,25794,13510,10.4,52.4
MO,367772,53894,23895,6.5,44.3
