Table 1.1 Resident Population - States: 2018 to 2021
Geography,2018,2019,2020,2021
State,Total,"Age Group: Under 18","Age Group: 18-64","Age Group: 65 or older"
US,526140,110292,320393,95455
AL,9835,1956,7152,727
AK,875,108,564,203
AZ,8290,1524,4937,1829
AR,6867,1888,4570,409
CA,64079,8782,30341,24956
CO,5532,975,3401,1156
CT,5264,954,3351,959
DE,1214,263,806,145
DC,1729,341,1024,364
FL,42206,9388,20582,12236
GA,20917,4814,13591,2512
HI,1719,131,1105,483
ID,2096,489,1420,187
IL,17796,3837,11387,2572
IN,11536,2496,8415,625
IA,4619,1217,3139,263
KS,4522,1333,2885,304
KY,10005,2478,6779,748
LA,11009,3206,6970,833
ME,1995,363,1433,199
MD,8688,1855,5280,1553
MA,8639,1786,4594,2259
MI,16022,3437,10722,1863
MN,6377,1135,4291,951
MS,8340,1870,5795,675
MO,11391,2526,8062,803
MT,1384,195,999,190
NE,2814,640,1892,282
NV,4290,810,2520,960
NH,1563,185,1264,114
NJ,11428,2590,6068,2770
NM,3224,692,2018,514
NY,32931,6711,16787,9433
NC,16875,3537,11589,1749
ND,711,149,492,70
OH,21670,4852,15232,1586
OK,7190,1380,5152,658
OR,6300,1045,4562,693
PA,20495,5157,12484,2854
RI,1978,358,1262,358
SC,8981,1692,6530,759
SD,1343,318,893,132
TN,13487,3208,9199,1080
TX,41695,10497,24031,7167
UT,2553,576,1716,261
VT,960,127,738,95
VA,11839,2250,7956,1633
WA,9267,1450,6461,1356
WV,3526,578,2693,255
WI,7277,2015,4652,610
WY,797,128,607,62

Table 12.5a Social Security Disability Insurance - Number of Beneficiaries: December 2021
State,Total,"Type of Beneficiary (Disabled): Workers","Type of Beneficiary (Disabled): Widow(er)s","Type of Beneficiary (Disabled): Adult Children"
US,9064421,7728023,220393,1116005
AL,237929,205681,8091,24157
AK,13024,11023,240,1761
AZ,162542,141322,3376,17844
AR,145019,125981,4665,14373
CA,678680,565270,13036,100374
CO,100314,87507,1944,10863
CT,89561,74895,1507,13159
DE,28997,25286,677,3034
DC,13994,12097,231,1666
FL,593726,520045,13593,60088
GA,304619,262794,9077,32748
HI,23286,19617,404,3265
ID,48988,41769,963,6256
IL,302129,251128,6257,44744
IN,221230,189432,5975,25823
IA,88869,74363,1838,12668
KS,78814,66682,1917,10215
KY,210101,179822,7731,22548
LA,171855,143284,5609,22962
ME,59984,50945,1307,7732
MD,135537,116464,2556,16517
MA,205198,173945,3284,27969
MI,365709,307554,9005,49150
MN,134586,114022,1886,18678
MS,135439,114383,4563,16493
MO,226978,194556,6439,25983
MT,28981,24869,600,3512
NE,46591,38910,840,6841
NV,67068,59661,1479,5928
NH,50194,43702,939,5553
NJ,206072,173632,3910,28530
NM,66536,58346,1261,6929
NY,533426,447428,9570,76428
NC,343747,296199,9727,37821
ND,16530,13797,265,2468
OH,380528,322274,10362,47892
OK,137070,118777,4285,14008
OR,113693,96685,2577,14431
PA,432029,368244,9856,53929
RI,39036,33535,717,4784
SC,187510,161614,5986,19910
SD,20997,17723,350,2924
TN,258143,222515,8684,26944
TX,598549,513527,15305,69717
UT,52018,43781,972,7265
VT,23817,20214,387,3216
VA,224970,192934,5856,26180
WA,177077,151348,3571,22158
WV,92124,77602,3366,11156
WI,175858,147961,3063,24834
WY,14749,12878,294,1577

Table 12.5b Social Security Disability Insurance - Number of Beneficiaries, by Disability Type: December 2021
State,"Total Disabled","Congenital Anomalies","Endocrine, Nutritional, & Metabolic Diseases","Infectious & Parasitic Diseases",Injuries
US,9064421,48796,211524,94785,312044
AL,237929,958,7435,2092,9052
AK,13024,105,231,80,503
AZ,162542,952,3544,1717,6074
AR,145019,596,5026,960,5286
CA,678680,4822,13879,9563,25790
CO,100314,756,2094,923,3926
CT,89561,405,1802,864,2317
DE,28997,158,527,359,957
DC,13994,35,334,518,412
FL,593726,3071,13844,10554,20405
GA,304619,1239,7711,5109,11259
HI,23286,132,436,324,778
ID,48988,351,1074,248,1683
IL,302129,1980,7092,3047,9322
IN,221230,988,6298,1718,6956
IA,88869,648,2404,403,2818
KS,78814,540,1868,466,2726
KY,210101,826,4895,1215,6933
LA,171855,729,3989,2177,6553
ME,59984,227,1361,255,1800
MD,135537,844,3063,2325,4738
MA,205198,999,3053,1811,5246
MI,365709,1639,8388,2326,11718
MN,134586,981,1848,735,4462
MS,135439,510,4480,1316,5611
MO,226978,1315,5922,1858,8530
MT,28981,182,538,154,1157
NE,46591,387,1155,252,1676
NV,67068,335,1552,812,2528
NH,50194,256,731,213,1294
NJ,206072,1020,3979,2187,6757
NM,66536,401,1591,492,2396
NY,533426,2422,8777,7458,16495
NC,343747,1682,9684,4075,12354
ND,16530,141,300,98,629
OH,380528,2282,8797,2803,11521
OK,137070,538,3934,855,4476
OR,113693,630,2453,903,3851
PA,432029,2470,8716,3613,15380
RI,39036,169,524,264,939
SC,187510,794,4350,2050,6999
SD,20997,149,412,111,730
TN,258143,1126,7362,1924,8547
TX,598549,3225,17320,7836,23510
UT,52018,574,1086,300,1630
VT,23817,154,356,105,648
VA,224970,1169,5046,2347,7228
WA,177077,1004,3674,1411,5628
WV,92124,310,2865,557,3822
WI,175858,1478,3477,932,5368
WY,14749,92,247,70,626

Table 12.5c Social Security Disability Insurance - Number of Beneficiaries, by Disability Type: December 2021
State,"Total Disabled","Diseases of the––: Blood & Blood-Forming Organs","Diseases of the––: Circulatory System","Diseases of the––: Digestive System","Diseases of the––: Genitourinary System"
US,9064421,24927,617424,131583,159038
AL,237929,818,18443,3210,3685
AK,13024,23,708,189,189
AZ,162542,386,9500,2621,3382
AR,145019,381,11359,2161,1937
CA,678680,1521,40171,9453,16790
CO,100314,171,4919,1850,1669
CT,89561,225,4792,1183,1358
DE,28997,88,2028,401,570
DC,13994,70,1020,137,458
FL,593726,2185,45115,9947,10854
GA,304619,1357,27036,4440,7553
HI,23286,31,1835,221,1012
ID,48988,83,2381,867,599
IL,302129,943,22100,3844,5917
IN,221230,496,17083,3698,3290
IA,88869,138,5446,1170,980
KS,78814,167,5025,1283,1026
KY,210101,364,14402,3133,2237
LA,171855,668,14888,2218,3284
ME,59984,101,2963,955,423
MD,135537,600,9955,1902,3312
MA,205198,390,8904,2712,1975
MI,365709,973,23536,5399,5071
MN,134586,236,6730,1694,1703
MS,135439,548,12968,1612,2920
MO,226978,572,15237,3481,3152
MT,28981,35,1341,478,393
NE,46591,88,2931,698,755
NV,67068,187,4724,1084,1509
NH,50194,53,1973,642,361
NJ,206072,699,14082,3044,3961
NM,66536,109,2981,1064,1171
NY,533426,1532,31414,5834,7930
NC,343747,1182,26838,5193,6980
ND,16530,22,885,232,275
OH,380528,927,26727,5437,5306
OK,137070,243,10076,1877,1972
OR,113693,200,5604,1963,1481
PA,432029,1114,27850,6666,5805
RI,39036,87,1792,532,372
SC,187510,761,15243,2668,3758
SD,20997,34,1135,288,339
TN,258143,651,20106,3935,4172
TX,598549,1678,47406,8813,15807
UT,52018,74,2287,825,806
VT,23817,31,748,282,157
VA,224970,769,17331,3282,4522
WA,177077,368,8665,3052,2442
WV,92124,145,6606,1430,918
WI,175858,383,9367,2291,2327
WY,14749,20,768,192,173

Table 12.5d Social Security Disability Insurance - Number of Beneficiaries, by Disability Type: December 2021
State,"Total Disabled","Diseases of the––: Musculoskeletal System","Diseases of the––: Nervous System & Sense Organs","Diseases of the––: Respiratory System","Diseases of the––: Skin & Subcutaneous Tissue"
US,9064421,2728376,911602,222562,21192
AL,237929,86041,21964,5798,656
AK,13024,3360,1385,236,27
AZ,162542,47413,18993,3427,395
AR,145019,48832,13332,4014,438
CA,678680,194175,71191,8398,1361
CO,100314,28155,13547,2666,197
CT,89561,21792,8800,1676,182
DE,28997,9859,2984,781,58
DC,13994,2915,1249,239,37
FL,593726,191764,60551,14770,1693
GA,304619,98088,30111,8205,791
HI,23286,4891,2214,280,61
ID,48988,13991,5588,1197,118
IL,302129,79562,33345,8194,672
IN,221230,65742,23818,8395,517
IA,88869,23619,9134,2854,144
KS,78814,21565,8288,2285,173
KY,210101,74770,17748,7257,516
LA,171855,56448,15453,3883,471
ME,59984,15498,5360,1402,184
MD,135537,36308,14360,3313,318
MA,205198,46107,17804,3283,318
MI,365709,114365,35925,9668,924
MN,134586,31231,14638,2439,258
MS,135439,40293,12697,3687,372
MO,226978,70212,22922,7298,564
MT,28981,8353,3365,850,64
NE,46591,11438,5299,1270,109
NV,67068,21725,7407,1605,221
NH,50194,10732,4350,987,75
NJ,206072,61179,21270,4124,416
NM,66536,20722,6447,1337,137
NY,533426,187275,48494,10868,910
NC,343747,108061,33761,9766,978
ND,16530,4154,1793,416,41
OH,380528,107214,35684,12993,892
OK,137070,45068,12331,4187,338
OR,113693,33583,12611,2113,290
PA,432029,135309,42494,11084,884
RI,39036,9648,3611,796,90
SC,187510,65095,18442,5360,484
SD,20997,5312,2616,547,58
TN,258143,85992,24151,7842,629
TX,598549,165124,65282,11493,1362
UT,52018,12935,6555,1203,97
VT,23817,5685,2207,574,36
VA,224970,65143,22179,6155,591
WA,177077,48382,18395,3176,471
WV,92124,30807,7821,3839,226
WI,175858,48386,19830,3676,325
WY,14749,4058,1806,656,23

Table 12.5e Social Security Disability Insurance - Number of Beneficiaries, by Disability Type: December 2021
State,"Total Disabled",Neoplasms,"All Mental Disorders",Other,Unknown
US,9064421,273680,3113227,19672,173989
AL,237929,5360,67525,635,4257
AK,13024,415,5315,44,214
AZ,162542,4991,55786,498,2863
AR,145019,3692,44324,239,2442
CA,678680,22039,245838,1540,12149
CO,100314,3166,34199,257,1819
CT,89561,2945,39187,155,1878
DE,28997,912,8782,51,482
DC,13994,344,5881,32,313
FL,593726,21483,175229,1197,11064
GA,304619,9587,85881,694,5558
HI,23286,830,9708,73,460
ID,48988,1378,18514,117,799
IL,302129,9817,110366,704,5224
IN,221230,6888,70430,479,4434
IA,88869,2805,34372,139,1795
KS,78814,2370,29509,159,1364
KY,210101,5082,66477,539,3707
LA,171855,4536,52396,349,3813
ME,59984,1646,26702,120,987
MD,135537,4369,46820,265,3045
MA,205198,5490,102296,514,4296
MI,365709,10321,127418,695,7343
MN,134586,4291,60869,301,2170
MS,135439,3938,41219,278,2990
MO,226978,6506,75475,420,3514
MT,28981,818,10644,66,543
NE,46591,1350,18153,109,921
NV,67068,2017,20128,178,1056
NH,50194,1276,26369,96,786
NJ,206072,7236,71771,493,3854
NM,66536,1545,24687,202,1254
NY,533426,16865,175112,886,11154
NC,343747,11023,105287,840,6043
ND,16530,493,6732,27,292
OH,380528,11278,139853,666,8148
OK,137070,3319,45662,223,1971
OR,113693,3247,42351,257,2156
PA,432029,13118,147937,1005,8584
RI,39036,1032,18481,82,617
SC,187510,5293,52444,417,3352
SD,20997,608,8271,51,336
TN,258143,7282,76677,515,7232
TX,598549,18073,199411,1280,10929
UT,52018,1412,20940,154,1140
VT,23817,545,11691,82,516
VA,224970,7067,77465,484,4192
WA,177077,5303,71321,433,3352
WV,92124,2604,27343,216,2615
WI,175858,5278,68623,369,3748
WY,14749,397,5356,47,218

Table 12.5f Social Security Disability Insurance - Number of Beneficiaries, by Disability Type: December 2021
State,"All Mental Disorders","Autistic Disorders","Developmental Disorders","Other Adolescent Disorders","Intellectual Disability"
US,3113227,109178,17565,3269,807182
AL,67525,1542,169,58,19754
AK,5315,259,29,13,1213
AZ,55786,1725,283,39,11765
AR,44324,929,144,41,13065
CA,245838,9974,1536,159,55937
CO,34199,1037,180,43,7712
CT,39187,1823,235,30,9436
DE,8782,375,58,7,2591
DC,5881,109,114,4,1544
FL,175229,5975,623,136,39053
GA,85881,2497,277,60,24931
HI,9708,312,17,10,1926
ID,18514,866,97,31,4419
IL,110366,3887,1035,93,33227
IN,70430,2280,354,75,21744
IA,34372,1068,170,47,11881
KS,29509,1193,88,41,8475
KY,66477,1459,249,62,17573
LA,52396,1355,256,53,19337
ME,26702,1161,117,18,5107
MD,46820,2013,446,54,12409
MA,102296,4053,858,36,16022
MI,127418,4426,867,137,32712
MN,60869,2718,212,89,15141
MS,41219,801,239,38,12327
MO,75475,2732,289,130,21123
MT,10644,357,63,20,2693
NE,18153,631,65,23,5632
NV,20128,602,124,19,3922
NH,26369,1036,154,18,3315
NJ,71771,4023,776,70,17706
NM,24687,503,209,35,4986
NY,175112,7496,1901,226,48409
NC,105287,3431,510,110,31955
ND,6732,265,38,9,2162
OH,139853,4544,419,125,38064
OK,45662,944,215,55,13464
OR,42351,2285,180,64,9292
PA,147937,4999,971,183,42086
RI,18481,635,100,14,3438
SC,52444,1172,248,42,15870
SD,8271,284,71,11,2554
TN,76677,1726,269,72,20981
TX,199411,6317,982,230,47588
UT,20940,1058,118,33,5806
VT,11691,560,73,20,2038
VA,77465,2783,292,112,21278
WA,71321,2894,432,104,14070
WV,27343,631,97,21,9666
WI,68623,3233,296,137,18342
WY,5356,200,20,12,1441

Table 12.5g Social Security Disability Insurance - Number of Beneficiaries, by Disability Type: December 2021
State,"All Mental Disorders","Mood Disorders","Organic Mental Disorders","Schizophrenic and Other Psychotic Disorders",Other
US,3113227,1066753,274326,430456,404498
AL,67525,23046,5541,8462,8953
AK,5315,1175,653,1038,935
AZ,55786,20461,6834,7791,6888
AR,44324,15651,3478,5116,5900
CA,245838,84492,21465,48757,23518
CO,34199,11054,3946,5032,5195
CT,39187,13611,3637,6037,4378
DE,8782,2917,812,1186,836
DC,5881,1884,640,1282,304
FL,175229,65503,17417,27127,19395
GA,85881,27030,8598,12697,9791
HI,9708,2889,1274,2068,1212
ID,18514,5646,1772,2199,3484
IL,110366,38079,7976,15582,10487
IN,70430,21864,6369,8482,9262
IA,34372,9053,3106,4206,4841
KS,29509,8941,2780,3668,4323
KY,66477,24306,7401,5522,9905
LA,52396,15452,3532,7090,5321
ME,26702,9294,2160,2352,6493
MD,46820,15172,5519,7107,4100
MA,102296,42068,7962,12376,18921
MI,127418,46012,11886,17187,14191
MN,60869,20173,6459,8014,8063
MS,41219,14702,3340,5533,4239
MO,75475,24573,5920,10278,10430
MT,10644,2748,1386,1402,1975
NE,18153,5516,1466,2487,2333
NV,20128,7156,1873,3543,2889
NH,26369,10425,2059,2075,7287
NJ,71771,24727,5524,12003,6942
NM,24687,8479,2895,2894,4686
NY,175112,57327,9733,28800,21220
NC,105287,32832,9747,14266,12436
ND,6732,1469,882,949,958
OH,139853,50432,9556,17882,18831
OK,45662,15075,4602,5242,6065
OR,42351,12337,4103,5794,8296
PA,147937,54689,10204,18657,16148
RI,18481,7524,1270,1995,3505
SC,52444,15865,5353,6942,6952
SD,8271,2066,1056,1018,1211
TN,76677,28589,6859,8435,9746
TX,199411,76700,18014,24440,25140
UT,20940,5362,2460,2949,3154
VT,11691,3868,1085,1103,2944
VA,77465,25660,6792,10751,9797
WA,71321,22333,7849,9646,13993
WV,27343,8627,2331,1925,4045
WI,68623,20518,5992,8415,11690
WY,5356,1381,758,654,890

Table 12.6 Social Security Disability Insurance - Total Annual Benefits: December 2021
State,"Total ($) [1]","Type of Beneficiary (Disabled, $) [1]: Workers","Type of Beneficiary (Disabled, $) [1]: Widow(er)s","Type of Beneficiary (Disabled, $) [1]: Adult Children"
US,11716152,10519766,180506,1015883
AL,301380,274356,6294,20730
AK,16625,14865,214,1546
AZ,219312,199893,2871,16549
AR,178460,163091,3402,11968
CA,893641,789080,11731,92830
CO,132008,120299,1673,10036
CT,120168,106124,1321,12723
DE,40478,36974,552,2952
DC,16168,14630,186,1352
FL,788636,723687,10965,53984
GA,393426,357730,7072,28625
HI,30964,27462,366,3137
ID,62068,55721,811,5536
IL,392813,344708,5269,42835
IN,286022,256728,4917,24377
IA,108644,96043,1424,11176
KS,98780,88105,1470,9205
KY,263065,237753,6306,19006
LA,210893,186295,4985,19614
ME,72356,64954,995,6407
MD,182755,164599,2198,15958
MA,265618,237740,2714,25165
MI,481859,425893,7973,47993
MN,172393,154010,1465,16918
MS,165072,148431,3430,13212
MO,284207,256673,4865,22669
MT,35634,32029,523,3082
NE,56426,49596,650,6180
NV,92273,85317,1348,5608
NH,66961,61221,738,5002
NJ,293560,261374,3480,28706
NM,81555,74714,1032,5808
NY,710834,629596,7993,73245
NC,442782,402585,7150,33047
ND,19836,17512,214,2109
OH,472392,420145,8704,43544
OK,170386,154787,3393,12206
OR,144986,129437,2236,13313
PA,561118,502991,8062,50065
RI,49611,44889,580,4142
SC,246455,224209,4565,17680
SD,25061,22428,259,2375
TN,325100,294881,6480,23739
TX,763502,688831,12959,61712
UT,66861,59158,863,6841
VT,28918,25866,300,2751
VA,292771,264542,4631,23598
WA,231762,207576,3218,20969
WV,117091,104351,2972,9767
WI,223171,198299,2406,22465
WY,19295,17588,281,1426

Table 12.7a Supplemental Security Income - Change in the Number of Recipients of Federally Administered Payments, by Total and Age: 2020 to 2021
State,"Total: 2020","Total: 2021","Total: % Change [1]","Age Eligible: 2020","Age Eligible: 2021","Age Eligible: % Change [2]"
US,7958721,7694873,-3.3,1136006,1115565,-1.8
AL,157325,150729,-4.2,7501,7132,-4.9
AK,12434,11791,-5.2,1749,1686,-3.6
AZ,118747,114713,-3.4,17471,17252,-1.3
AR,103134,98935,-4.1,4535,4351,-4.1
CA,1193885,1147421,-3.9,343982,334858,-2.7
CO,71952,69898,-2.9,10748,10772,0.2
CT,66886,65924,-1.4,7182,7406,3.1
DE,17162,16311,-5.0,1274,1291,1.3
DC,24957,24227,-2.9,2133,2248,5.4
FL,575057,559653,-2.7,143817,143666,-0.1
GA,258227,252273,-2.3,25815,25450,-1.4
HI,22393,21867,-2.3,5255,5155,-1.9
ID,30742,29425,-4.3,1682,1644,-2.3
IL,259848,251720,-3.1,29811,29099,-2.4
IN,127230,124002,-2.5,5823,5794,-0.5
IA,51581,50157,-2.8,3103,2967,-4.4
KS,47245,46419,-1.7,2864,2785,-2.8
KY,167814,161145,-4.0,8761,8353,-4.7
LA,170048,164118,-3.5,10422,10036,-3.7
ME,35988,34894,-3.0,1738,1733,-0.3
MD,120345,117167,-2.6,14993,15106,0.8
MA,179208,172755,-3.6,24319,24412,0.4
MI,265927,256734,-3.5,19170,18915,-1.3
MN,92748,89382,-3.6,11126,10963,-1.5
MS,114091,110306,-3.3,7213,6890,-4.5
MO,134572,131072,-2.6,6825,6766,-0.9
MT,17494,16931,-3.2,1424,1454,2.1
NE,28899,28749,-0.5,2390,2420,1.3
NV,56406,54642,-3.1,14645,14654,0.1
NH,17893,17333,-3.1,822,831,1.1
NJ,173515,167806,-3.3,35116,34270,-2.4
NM,60950,58427,-4.1,7778,7397,-4.9
NY,602210,583874,-3.0,110623,109508,-1.0
NC,227589,221312,-2.8,16550,16299,-1.5
ND,8305,8017,-3.5,607,595,-2.0
OH,306118,297315,-2.9,16814,16519,-1.8
OK,96421,94123,-2.4,6002,5838,-2.7
OR,87952,85288,-3.0,9620,9289,-3.4
PA,348416,335421,-3.7,24376,24562,0.8
RI,32162,31216,-2.9,3235,3211,-0.7
SC,113810,109717,-3.6,7419,7263,-2.1
SD,14503,14079,-2.9,1536,1515,-1.4
TN,172687,166732,-3.4,10449,10096,-3.4
TX,633119,607456,-4.1,99839,96466,-3.4
UT,31465,30602,-2.7,2743,2704,-1.4
VT,14978,14573,-2.7,891,882,-1.0
VA,155063,151138,-2.5,17145,16928,-1.3
WA,146646,141350,-3.6,17558,17256,-1.7
WV,69213,66493,-3.9,2209,2164,-2.0
WI,116383,112411,-3.4,6555,6364,-2.9
WY,6978,6830,-2.1,348,350,0.6

Table 12.7b Supplemental Security Income - Change in the Number of Recipients of Federally Administered Payments, by Blind and Disabled: 2020 to 2021
State,"Blind: 2020","Blind: 2021","Blind: % Change [1]","Disabled: 2020","Disabled: 2021","Disabled: % Change [2]"
US,67729,65577,-3.2,6754986,6513731,-3.6
AL,942,945,0.3,148882,142652,-4.2
AK,91,78,-14.3,10594,10027,-5.4
AZ,1163,1136,-2.3,100113,96325,-3.8
AR,683,669,-2.0,97916,93915,-4.1
CA,16090,15223,-5.4,833813,797340,-4.4
CO,559,542,-3.0,60645,58584,-3.4
CT,439,441,0.5,59265,58077,-2.0
DE,109,110,0.9,15779,14910,-5.5
DC,142,143,0.7,22682,21836,-3.7
FL,3700,3642,-1.6,427540,412345,-3.6
GA,2193,2183,-0.5,230219,224640,-2.4
HI,165,184,11.5,16973,16528,-2.6
ID,237,246,3.8,28823,27535,-4.5
IL,2430,2317,-4.7,227607,220304,-3.2
IN,939,949,1.1,120468,117259,-2.7
IA,619,597,-3.6,47859,46593,-2.6
KS,367,364,-0.8,44014,43270,-1.7
KY,1091,1052,-3.6,157962,151740,-3.9
LA,1356,1309,-3.5,158270,152773,-3.5
ME,216,205,-5.1,34034,32956,-3.2
MD,805,783,-2.7,104547,101278,-3.1
MA,2076,1989,-4.2,152813,146354,-4.2
MI,1695,1684,-0.6,245062,236135,-3.6
MN,756,708,-6.3,80866,77711,-3.9
MS,979,957,-2.2,105899,102459,-3.2
MO,992,988,-0.4,126755,123318,-2.7
MT,135,138,2.2,15935,15339,-3.7
NE,255,250,-2.0,26254,26079,-0.7
NV,722,675,-6.5,41039,39313,-4.2
NH,127,128,0.8,16944,16374,-3.4
NJ,855,854,-0.1,137544,132682,-3.5
NM,499,477,-4.4,52673,50553,-4.0
NY,3080,2966,-3.7,488507,471400,-3.5
NC,1890,1871,-1.0,209149,203142,-2.9
ND,68,71,4.4,7630,7351,-3.7
OH,2080,2049,-1.5,287224,278747,-3.0
OK,715,722,1.0,89704,87563,-2.4
OR,622,584,-6.1,77710,75415,-3.0
PA,2136,2074,-2.9,321904,308785,-4.1
RI,161,170,5.6,28766,27835,-3.2
SC,1273,1225,-3.8,105118,101229,-3.7
SD,139,141,1.4,12828,12423,-3.2
TN,1544,1503,-2.7,160694,155133,-3.5
TX,6805,6548,-3.8,526475,504442,-4.2
UT,267,277,3.7,28455,27621,-2.9
VT,78,70,-10.3,14009,13621,-2.8
VA,1172,1147,-2.1,136746,133063,-2.7
WA,900,865,-3.9,128188,123229,-3.9
WV,426,422,-0.9,66578,63907,-4.0
WI,904,853,-5.6,108924,105194,-3.4
WY,42,53,26.2,6588,6427,-2.4

Table 12.8a Social Security Disability Insurance - Change in the Number of Beneficiaries of Federally Administered Payments, by Total and Disabled Worker: 2020 to 2021
State,"Disabled Worker: 2020","Disabled Worker: 2021","Disabled Worker: % Change [1]","Total: 2020","Total: 2021","Total: % Change [2]"
US,9351549,9064421,-3.1,7995955,7728023,-3.4
AL,246981,237929,-3.7,213906,205681,-3.8
AK,13332,13024,-2.3,11362,11023,-3.0
AZ,168066,162542,-3.3,146576,141322,-3.6
AR,148933,145019,-2.6,129636,125981,-2.8
CA,709336,678680,-4.3,594117,565270,-4.9
CO,105317,100314,-4.8,92314,87507,-5.2
CT,91613,89561,-2.2,76746,74895,-2.4
DE,29823,28997,-2.8,25981,25286,-2.7
DC,14690,13994,-4.7,12740,12097,-5.0
FL,609107,593726,-2.5,534714,520045,-2.7
GA,312779,304619,-2.6,270507,262794,-2.9
HI,23793,23286,-2.1,20090,19617,-2.4
ID,50104,48988,-2.2,42930,41769,-2.7
IL,312584,302129,-3.3,260426,251128,-3.6
IN,226080,221230,-2.1,193802,189432,-2.3
IA,90049,88869,-1.3,75552,74363,-1.6
KS,80440,78814,-2.0,68326,66682,-2.4
KY,216332,210101,-2.9,185594,179822,-3.1
LA,177288,171855,-3.1,148001,143284,-3.2
ME,61933,59984,-3.1,52833,50945,-3.6
MD,140435,135537,-3.5,121139,116464,-3.9
MA,214406,205198,-4.3,182588,173945,-4.7
MI,378452,365709,-3.4,319288,307554,-3.7
MN,137725,134586,-2.3,116968,114022,-2.5
MS,139852,135439,-3.2,118358,114383,-3.4
MO,232660,226978,-2.4,200074,194556,-2.8
MT,29909,28981,-3.1,25733,24869,-3.4
NE,47307,46591,-1.5,39689,38910,-2.0
NV,69120,67068,-3.0,61622,59661,-3.2
NH,51533,50194,-2.6,45003,43702,-2.9
NJ,213401,206072,-3.4,180545,173632,-3.8
NM,69689,66536,-4.5,61294,58346,-4.8
NY,551119,533426,-3.2,463759,447428,-3.5
NC,354139,343747,-2.9,306204,296199,-3.3
ND,16686,16530,-0.9,13946,13797,-1.1
OH,390457,380528,-2.5,331098,322274,-2.7
OK,139794,137070,-1.9,121207,118777,-2.0
OR,116543,113693,-2.4,99498,96685,-2.8
PA,444596,432029,-2.8,379681,368244,-3.0
RI,40171,39036,-2.8,34539,33535,-2.9
SC,192680,187510,-2.7,166551,161614,-3.0
SD,21248,20997,-1.2,17960,17723,-1.3
TN,267882,258143,-3.6,231573,222515,-3.9
TX,617359,598549,-3.0,531099,513527,-3.3
UT,53023,52018,-1.9,44846,43781,-2.4
VT,24332,23817,-2.1,20714,20214,-2.4
VA,231566,224970,-2.8,199120,192934,-3.1
WA,184874,177077,-4.2,158774,151348,-4.7
WV,95598,92124,-3.6,80614,77602,-3.7
WI,181521,175858,-3.1,153293,147961,-3.5
WY,14892,14749,-1.0,13025,12878,-1.1

Table 12.8b Social Security Disability Insurance - Change in the Number of Beneficiaries of Federally Administered Payments: 2020 to 2021
State,"Disabled Adult Children: 2020","Disabled Adult Children: 2021","Disabled Adult Children: % Change [1]","Disabled Widow(er)s: 2020","Disabled Widow(er)s: 2021","Disabled Widow(er)s: % Change [2]"
US,1122731,1116005,-0.6,232863,220393,-5.4
AL,24508,24157,-1.4,8567,8091,-5.6
AK,1700,1761,3.6,270,240,-11.1
AZ,17881,17844,-0.2,3609,3376,-6.5
AR,14458,14373,-0.6,4839,4665,-3.6
CA,101236,100374,-0.9,13983,13036,-6.8
CO,10913,10863,-0.5,2090,1944,-7.0
CT,13281,13159,-0.9,1586,1507,-5.0
DE,3104,3034,-2.3,738,677,-8.3
DC,1712,1666,-2.7,238,231,-2.9
FL,59952,60088,0.2,14441,13593,-5.9
GA,32761,32748,0.0,9511,9077,-4.6
HI,3259,3265,0.2,444,404,-9.0
ID,6139,6256,1.9,1035,963,-7.0
IL,45379,44744,-1.4,6779,6257,-7.7
IN,26052,25823,-0.9,6226,5975,-4.0
IA,12627,12668,0.3,1870,1838,-1.7
KS,10116,10215,1.0,1998,1917,-4.1
KY,22686,22548,-0.6,8052,7731,-4.0
LA,23304,22962,-1.5,5983,5609,-6.3
ME,7761,7732,-0.4,1339,1307,-2.4
MD,16569,16517,-0.3,2727,2556,-6.3
MA,28314,27969,-1.2,3504,3284,-6.3
MI,49675,49150,-1.1,9489,9005,-5.1
MN,18785,18678,-0.6,1972,1886,-4.4
MS,16660,16493,-1.0,4834,4563,-5.6
MO,25880,25983,0.4,6706,6439,-4.0
MT,3547,3512,-1.0,629,600,-4.6
NE,6749,6841,1.4,869,840,-3.3
NV,5904,5928,0.4,1594,1479,-7.2
NH,5576,5553,-0.4,954,939,-1.6
NJ,28724,28530,-0.7,4132,3910,-5.4
NM,7018,6929,-1.3,1377,1261,-8.4
NY,77302,76428,-1.1,10058,9570,-4.9
NC,37785,37821,0.1,10150,9727,-4.2
ND,2470,2468,-0.1,270,265,-1.9
OH,48430,47892,-1.1,10929,10362,-5.2
OK,14077,14008,-0.5,4510,4285,-5.0
OR,14323,14431,0.8,2722,2577,-5.3
PA,54480,53929,-1.0,10435,9856,-5.5
RI,4881,4784,-2.0,751,717,-4.5
SC,19889,19910,0.1,6240,5986,-4.1
SD,2919,2924,0.2,369,350,-5.1
TN,27191,26944,-0.9,9118,8684,-4.8
TX,69906,69717,-0.3,16354,15305,-6.4
UT,7163,7265,1.4,1014,972,-4.1
VT,3207,3216,0.3,411,387,-5.8
VA,26245,26180,-0.2,6201,5856,-5.6
WA,22236,22158,-0.4,3864,3571,-7.6
WV,11412,11156,-2.2,3572,3366,-5.8
WI,25029,24834,-0.8,3199,3063,-4.3
